"Gene.stable.ID"	"location_sortable"	"GNF"	"Mabbott"	"Doig"	"Freeman2012_pig"	"SkinSig_3study"
"ENSG00000185019"	"20p13"	NA	NA	NA	NA	NA
"ENSG00000185022"	"22q13.1"	NA	NA	NA	NA	NA
"ENSG00000185024"	"14q32.33"	NA	NA	"HK"	NA	NA
"ENSG00000185028"	"05p15.33"	NA	NA	NA	NA	NA
"ENSG00000185031"	"01p31.3"	NA	NA	NA	NA	NA
"ENSG00000185033"	"15q25"	NA	"High in epitheliium: low in keratinocytes"	NA	"Cluster0647"	NA
"ENSG00000185037"	"07q11.21"	NA	NA	NA	NA	NA
"ENSG00000185038"	"02q37.1"	NA	NA	NA	NA	NA
"ENSG00000185043"	"15q25.3-q26"	NA	NA	NA	"Cluster1064"	NA
"ENSG00000185046"	"12q23.1"	NA	"High in some ES cells|Spermatocyte-related|Oocyte-related"	NA	"CNS-highest in cortex"	NA
"ENSG00000185049"	"04p16.3"	NA	"High in oocytes"	NA	NA	NA
"ENSG00000185052"	"20p13"	NA	"High in platelets"	NA	NA	NA
"ENSG00000185053"	"08p22"	NA	"Oocyte-related"	NA	"CNS-highest in cortex"	NA
"ENSG00000185055"	"07q22.2"	NA	NA	NA	"Fallopian tube>adult testis"	NA
"ENSG00000185056"	"05q35.2"	NA	NA	NA	NA	NA
"ENSG00000185069"	"12q13.13"	NA	NA	"HK"	NA	NA
"ENSG00000185070"	"14q31.3"	NA	NA	NA	"Spinal cord 1 rep only (tech artefact)"	NA
"ENSG00000185074"	"09q22.2"	NA	NA	NA	NA	NA
"ENSG00000185085"	"11q12.3"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000185087"	"15q26.3"	NA	NA	NA	"Liver (hepatocyte)"	NA
"ENSG00000185088"	"15q21.3"	NA	NA	NA	NA	NA
"ENSG00000185090"	"01p34.3"	NA	"High in neurones"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000185097"	"01p36.33"	NA	"Oocyte-related"	NA	NA	NA
"ENSG00000185100"	"14q32.33"	NA	NA	NA	NA	NA
"ENSG00000185101"	"11p15.5"	NA	NA	NA	"GI tract>>others"	NA
"ENSG00000185104"	"01p32.3"	"High_in_Testis"	"[0107"	"Cell cycle related?"	NA	NA
"ENSG00000185105"	"17q25.3"	NA	"Low in tissue stem cells"	NA	NA	NA
"ENSG00000185112"	"03q29"	NA	"High in endothelium"	NA	NA	NA
"ENSG00000185122"	"08q24.3"	NA	NA	"[139"	"Testis-macrophage"	NA
"ENSG00000185127"	"06q27"	NA	NA	NA	NA	NA
"ENSG00000185128"	"17q12"	NA	NA	NA	NA	NA
"ENSG00000185129"	"05q31"	NA	NA	NA	NA	NA
"ENSG00000185130"	"06p22.1"	NA	NA	"HK"	NA	NA
"ENSG00000185133"	"22q12.2"	NA	NA	NA	NA	NA
"ENSG00000185149"	"04q32.1"	NA	"[0233"	NA	"Cluster0644"	NA
"ENSG00000185155"	"01q42.12"	NA	"High in CD326-CD56+_mesodem_prog"	NA	NA	NA
"ENSG00000185156"	"17p13.1"	NA	NA	NA	NA	NA
"ENSG00000185158"	"17q11.2"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000185163"	"12q24.33"	NA	NA	NA	NA	NA
"ENSG00000185164"	"16p12.3"	NA	NA	NA	"Testis (juvinille)"	NA
"ENSG00000185168"	"17q25.3"	NA	NA	"HK"	NA	NA
"ENSG00000185176"	"02q37.3"	NA	NA	NA	NA	NA
"ENSG00000185177"	"07p11.2"	NA	"Low in many"	NA	NA	NA
"ENSG00000185182"	"15q11.2"	NA	NA	NA	NA	NA
"ENSG00000185186"	"21q22.3"	NA	NA	NA	NA	NA
"ENSG00000185187"	"11p15.5"	"High_in_Liver"	"High in T cells:NK cells:B cells"	NA	NA	NA
"ENSG00000185189"	"08q24.3"	NA	NA	NA	"Cluster0945"	NA
"ENSG00000185198"	"19p13.3"	NA	NA	NA	NA	NA
"ENSG00000185201"	"11p15.5"	"[301"	NA	"[440"	NA	NA
"ENSG00000185203"	"Xq28 and Yq12"	NA	NA	NA	NA	NA
"ENSG00000185215"	"14q32"	NA	NA	"Macrophage"	"LPS induced mac-specific"	NA
"ENSG00000185219"	"03p21.32"	NA	"High in LPS/IFNg-treated neutrophils"	"[022"	NA	NA
"ENSG00000185220"	"01q"	NA	NA	NA	NA	NA
"ENSG00000185221"	"01q41"	NA	NA	NA	NA	NA
"ENSG00000185231"	"18p11.2"	NA	"Low in many"	"HK"	NA	NA
"ENSG00000185236"	"19p13.2"	NA	NA	"[547"	NA	NA
"ENSG00000185238"	"11p15.1"	NA	"High in many"	NA	NA	NA
"ENSG00000185245"	"17p13.2"	NA	"High in platelets"	NA	"Blood>>macs-other immune"	NA
"ENSG00000185246"	"14q21.1"	NA	"[0212"	NA	NA	NA
"ENSG00000185247"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000185250"	"06q21"	NA	"Spermatocyte-related"	"HK"	"Fallopian tube>adult testis"	NA
"ENSG00000185252"	"22q11.2"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000185254"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000185261"	"05q15"	NA	NA	NA	NA	NA
"ENSG00000185262"	"17q25.1"	NA	NA	NA	NA	NA
"ENSG00000185264"	"22q12.3"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000185267"	"10p13"	NA	"Spermatocyte-related"	NA	"Skeletal muscle>heart"	NA
"ENSG00000185269"	"17q25.3"	NA	NA	NA	NA	NA
"ENSG00000185271"	"14q11.2"	NA	NA	NA	NA	NA
"ENSG00000185272"	"21q11"	NA	"Oocyte-related"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000185274"	"07q11.23"	NA	"High in some ES cells"	NA	"CNS-highest in cortex"	NA
"ENSG00000185275"	"Yq11.222"	NA	NA	NA	NA	NA
"ENSG00000185278"	"01q24.2"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000185291"	"Xp22.3 and Yp13.3"	NA	NA	NA	NA	NA
"ENSG00000185294"	"17q21.31"	NA	"[0176"	NA	NA	NA
"ENSG00000185298"	"17q25.3"	NA	NA	NA	"HK1"	NA
"ENSG00000185303"	"10q22.3"	NA	NA	NA	NA	NA
"ENSG00000185304"	"02p11.2"	NA	NA	NA	"Cluster0114"	NA
"ENSG00000185305"	"05p15.2"	NA	"High in platelets"	NA	NA	NA
"ENSG00000185306"	"12q14.2"	NA	NA	NA	NA	NA
"ENSG00000185313"	"03p22.2"	NA	"Low in many"	"HK"	NA	NA
"ENSG00000185319"	"Xp11.22"	NA	NA	NA	NA	NA
"ENSG00000185324"	"16q24.3"	NA	NA	"[118"	NA	NA
"ENSG00000185332"	"17q25.3"	NA	NA	NA	NA	NA
"ENSG00000185338"	"16p13.13"	"High_in_Pancraetic_islets"	NA	NA	"MHC_class1-related"	NA
"ENSG00000185339"	"22q12.2"	"High_in_Kidney>Liver"	"High in stimulated MDM"	NA	"Cluster1385"	NA
"ENSG00000185340"	"22q12.2"	NA	NA	NA	NA	NA
"ENSG00000185344"	"12q24.31"	NA	NA	NA	NA	NA
"ENSG00000185345"	"06q25.2-q27"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000185347"	"14q32.33"	NA	NA	NA	NA	NA
"ENSG00000185352"	"13q32.2"	NA	"Low in tissue stem cells"	"HK"	"CNS-highest in cortex"	NA
"ENSG00000185359"	"17q25"	NA	NA	"[455"	"Cluster0194"	NA
"ENSG00000185361"	"19p13.3"	NA	NA	NA	NA	NA
"ENSG00000185372"	"05q35.3"	NA	NA	NA	NA	NA
"ENSG00000185379"	"17q11"	NA	"High in oocytes:spermatocytes"	NA	NA	NA
"ENSG00000185385"	"19p13.12"	NA	NA	NA	NA	NA
"ENSG00000185386"	"22q13.33"	NA	NA	NA	NA	NA
"ENSG00000185390"	"21q11.2"	NA	NA	NA	NA	NA
"ENSG00000185404"	"02q37.1"	NA	NA	"IFN"	NA	NA
"ENSG00000185414"	"02q11.2"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000185418"	"15q26.3"	NA	"Low in tissue stem cells"	"HK"	"Liver (hepatocyte)"	NA
"ENSG00000185420"	"01q44"	NA	NA	NA	NA	NA
"ENSG00000185432"	"12q13.12"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000185433"	"21q21.3"	NA	NA	NA	NA	NA
"ENSG00000185436"	"01p36.11"	NA	"Low in many"	NA	NA	NA
"ENSG00000185437"	"21q22.3"	NA	NA	NA	"Skeletal muscle>heart"	NA
"ENSG00000185442"	"15q26.1"	NA	NA	NA	NA	NA
"ENSG00000185448"	"Xp21.1"	NA	NA	NA	NA	NA
"ENSG00000185453"	"19q13.32"	NA	"Low in tissue stem cells"	"HK"	NA	NA
"ENSG00000185467"	"07q22.1"	NA	NA	NA	NA	NA
"ENSG00000185475"	"11q12.3"	NA	NA	NA	"Testis-macrophage"	NA
"ENSG00000185477"	"04q22.1"	NA	NA	NA	"Cluster1166"	NA
"ENSG00000185479"	"12q13.13"	"Cornified_epithelium_(Tongue)"	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000185480"	"12q23.2"	NA	"Cell cycle (S/M phase)|High in ES/iPS cells"	"Cell cycle (G1/S phase)"	NA	NA
"ENSG00000185482"	"12q13.3"	NA	NA	NA	"Skeletal muscle>heart"	NA
"ENSG00000185483"	"01p31.3"	"High_in_adipocyte"	"High in ES/iPS cells"	NA	"HK1"	NA
"ENSG00000185485"	"03q29"	NA	NA	NA	NA	NA
"ENSG00000185499"	"01q22"	"High_in_Lung"	"High in bronchial epithelium"	NA	"Mucus sufaces"	"Ductal epithelium (sebaceous gland)"
"ENSG00000185507"	"11p15.5"	NA	NA	"IFN"	NA	NA
"ENSG00000185513"	"20q13.12"	NA	"Low in many|Low in tissue stem cells"	"HK"	"HK1"	NA
"ENSG00000185515"	"Xq28"	NA	NA	"[340"	NA	NA
"ENSG00000185518"	"15q26.1"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000185519"	"01p36.13"	NA	NA	"HK"	NA	NA
"ENSG00000185527"	"17q21.1"	NA	NA	NA	NA	NA
"ENSG00000185532"	"10q11.2"	NA	NA	NA	"Cluster1241"	"Myocyte (smooth)"
"ENSG00000185551"	"15q26"	"General_HK"	"[0355"	"[413"	"HK2-low in macs"	"Endothelium"
"ENSG00000185554"	"Xq22.1"	"High_in_Testis"	"Spermatocyte-related"	NA	NA	NA
"ENSG00000185559"	"14q32.2"	"[337"	"High in ES cells/neurones|High in neurones"	NA	"Placenta"	NA
"ENSG00000185561"	"17p13.3"	NA	"High in LPS/IFNg-treated neutrophils"	NA	NA	NA
"ENSG00000185565"	"03q13.31"	NA	NA	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000185567"	"14q32.33"	"Cornified_epithelium_(Brochial_epthelium/tongue)"	"High in keratinocytes:epithelium"	NA	NA	NA
"ENSG00000185585"	"09q34.11"	NA	"High in Schwann cells"	NA	NA	NA
"ENSG00000185591"	"12q13.1"	NA	"High in LPS/IFNg-treated neutrophils"	NA	"Cluster1924"	NA
"ENSG00000185594"	"15q26"	NA	"Spermatocyte-related"	"[043"	NA	NA
"ENSG00000185596"	"15q26.3"	NA	NA	NA	NA	NA
"ENSG00000185607"	"15q15.3"	NA	NA	NA	NA	NA
"ENSG00000185608"	"22q11.2"	NA	NA	NA	NA	NA
"ENSG00000185610"	"12q12"	NA	NA	NA	NA	NA
"ENSG00000185614"	"03p21.31"	NA	NA	NA	NA	NA
"ENSG00000185615"	"16p13.3"	NA	NA	NA	"Pancreas"	NA
"ENSG00000185619"	"04p16.3"	NA	NA	NA	NA	NA
"ENSG00000185621"	"03q29"	NA	NA	NA	"Cluster1227"	NA
"ENSG00000185624"	"17q25"	"General_HK"	"[0229"	NA	NA	NA
"ENSG00000185627"	"11p15.5"	NA	NA	NA	NA	NA
"ENSG00000185630"	"01q23.3"	"[204"	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000185633"	"12q13.3"	NA	NA	NA	"Skin>>tongue"	NA
"ENSG00000185634"	"15q21.1-q21.2"	NA	"High in Schwann cells"	NA	NA	"Ductal epithelium (sweat gland, eccrine)"
"ENSG00000185638"	"Xp21.1"	NA	NA	NA	NA	NA
"ENSG00000185640"	"12q13.13"	NA	NA	NA	NA	"Ductal epithelium (sebaceous gland)"
"ENSG00000185650"	"14q24.1"	NA	NA	NA	NA	NA
"ENSG00000185651"	"22q11.2"	NA	NA	"[324|607"	NA	NA
"ENSG00000185652"	"12p13"	NA	NA	NA	NA	NA
"ENSG00000185658"	"21q22.2"	NA	"High in NK cells"	NA	"Cluster0598"	NA
"ENSG00000185664"	"12q13-q14"	NA	NA	NA	NA	"Melanocyte"
"ENSG00000185666"	"22q12.3"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000185668"	"01p34.3"	NA	NA	NA	NA	NA
"ENSG00000185669"	"16q24.3"	NA	NA	NA	NA	NA
"ENSG00000185670"	"11q12.3"	NA	"High in ES/iPS cells"	NA	NA	NA
"ENSG00000185674"	"02q11.2"	NA	NA	NA	NA	"Hair follicle"
"ENSG00000185681"	"09q34.11"	NA	"High in bronchial epithelium"	"[400"	"Fallopian tube>adult testis"	NA
"ENSG00000185684"	"12q24.33"	NA	NA	NA	NA	NA
"ENSG00000185686"	"22q11.22"	"High_in_Testis"	"High in neurones"	NA	NA	NA
"ENSG00000185689"	"06p25.2"	NA	"Spermatocyte-related"	NA	"Testis-adult"	NA
"ENSG00000185697"	"08q22"	NA	"Low in many"	"HK"	"Small intestine (jej/ileum)>blood-spleen-LN (B cell)"	NA
"ENSG00000185700"	"Yp11.2"	NA	NA	NA	NA	NA
"ENSG00000185701"	"11q12.1"	NA	NA	NA	NA	NA
"ENSG00000185716"	"16p12.2"	NA	NA	NA	NA	NA
"ENSG00000185721"	"22q12.2"	NA	NA	NA	"Cluster0147"	NA
"ENSG00000185722"	"17p13.3"	NA	"Low in LPS/IFNg-treated neutrophils"	"[596"	"Cluster0855"	NA
"ENSG00000185728"	"08q12.3"	NA	NA	"[605"	NA	NA
"ENSG00000185730"	"08q24.3"	NA	"Low in many"	"HK"	NA	NA
"ENSG00000185736"	"10p15.3"	NA	NA	NA	NA	NA
"ENSG00000185737"	"10q23.1"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000185739"	"16p13.3"	NA	NA	"HK"	"Skeletal muscle>heart"	NA
"ENSG00000185742"	"11q22.3"	NA	NA	NA	"CNS-highest in cortex"	NA
"ENSG00000185745"	"10q23.31"	"High_in_CNS"	"High in many stimulated cells"	"IFN"	"LPS induced (high in other tissues)"	"IFN"
"ENSG00000185751"	"Xp11.22"	NA	NA	NA	NA	NA
"ENSG00000185753"	"Xp11"	NA	NA	NA	NA	NA
"ENSG00000185758"	"04q35.1"	NA	NA	NA	NA	NA
"ENSG00000185760"	"06q14"	NA	NA	NA	NA	NA
"ENSG00000185761"	"19p13.3"	NA	NA	"HK"	NA	NA
"ENSG00000185774"	"04p15.32"	NA	"High in some ES cells"	NA	"CNS-highest in cortex"	NA
"ENSG00000185775"	"09p11.2"	NA	NA	NA	NA	NA
"ENSG00000185787"	"15q25.1"	"General_HK"	NA	NA	NA	NA
"ENSG00000185792"	"19q13.43"	NA	"Oocyte-related"	NA	"Ovary>adult testis"	NA
"ENSG00000185798"	"03q29"	NA	"High in oocytes:spermatocytes"	NA	"HK2-low in macs"	NA
"ENSG00000185800"	"19q13.32"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000185803"	"08q24.3"	"General_HK"	NA	"[139"	NA	NA
"ENSG00000185808"	"21q22.2"	NA	NA	NA	NA	NA
"ENSG00000185811"	"07p12.2"	NA	"High in some lymphocytes|High in LPS/IFNg-treated neutrophils|High in hematopoietically-derived cells"	"T-cell|Mac/T-cell interface"	"Thymus>Blood>slpeen (T cell)"	NA
"ENSG00000185813"	"17q25.3"	NA	"Low in many"	"HK"	NA	NA
"ENSG00000185818"	"04p16.3"	NA	NA	NA	"CNS-highest in cortex"	"Adipocyte"
"ENSG00000185821"	"12q13.2"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000185823"	"15q11.2"	NA	NA	NA	NA	NA
"ENSG00000185825"	"Xq28"	"[086"	"Phagocyte-related: High in MDM:MDDC: Low in monocytes"	NA	NA	NA
"ENSG00000185829"	"17q21.31"	NA	"Oocyte-related"	NA	NA	NA
"ENSG00000185834"	"20q13.2"	NA	NA	NA	NA	NA
"ENSG00000185837"	"22q11.2"	NA	NA	NA	NA	NA
"ENSG00000185838"	"22q11.2"	NA	NA	NA	NA	NA
"ENSG00000185842"	"01q42.13"	NA	"High in ES/iPS cells"	NA	"Fallopian tube>adult testis"	NA
"ENSG00000185862"	"17q11.2"	"High_in_Immune_cells_(T/B-cells,macs)"	NA	"T-cell"	"Blood>macs>spleen (immune)"	NA
"ENSG00000185863"	"09q34.3"	NA	NA	NA	"Testis-adult"	NA
"ENSG00000185864"	"16p12.2"	NA	"[0376"	NA	NA	NA
"ENSG00000185869"	"19q13.12"	NA	"Spermatocyte-related"	NA	"Cluster0110"	NA
"ENSG00000185873"	"04q13.2"	NA	"Spermatocyte-related"	NA	"General"	NA
"ENSG00000185875"	"10p12.31"	NA	"[0243"	NA	"Liver (hepatocyte)"	NA
"ENSG00000185880"	"15q15-q21"	NA	"High in stimulated MDDC"	NA	"Testis-adult"	NA
"ENSG00000185883"	"16p13.3"	NA	NA	NA	"Macs-other immune"	NA
"ENSG00000185885"	"11p15.5"	NA	NA	"[440"	NA	NA
"ENSG00000185888"	"01q42.13"	NA	NA	NA	NA	NA
"ENSG00000185894"	"Yq11.223"	NA	NA	NA	NA	NA
"ENSG00000185896"	"13q34"	"General_HK"	"Phagocyte-related:high in MDM/MDDC|High in LPS/IFNg-treated neutrophils"	"[550"	"Cluster1041"	NA
"ENSG00000185897"	"19q13.1"	NA	NA	"HK"	NA	NA
"ENSG00000185899"	"07q35"	NA	NA	NA	"HK3"	NA
"ENSG00000185900"	"08p11.21"	NA	NA	NA	NA	NA
"ENSG00000185903"	"Xq26.2"	NA	NA	NA	NA	NA
"ENSG00000185904"	"10q11.21"	NA	NA	NA	NA	NA
"ENSG00000185905"	"16p11.2"	NA	"High in all haematopoietic-derived cells"	NA	NA	NA
"ENSG00000185909"	"03p21.31"	NA	NA	NA	NA	NA
"ENSG00000185915"	"Xp22.12"	NA	"B cell-related"	NA	NA	NA
"ENSG00000185917"	"21q22.13"	"[059"	"[0106"	NA	NA	NA
"ENSG00000185920"	"09q22.1-q31"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000185924"	"17p13.3"	NA	NA	NA	NA	NA
"ENSG00000185926"	"11p11.12"	NA	NA	NA	NA	NA
"ENSG00000185933"	"10q24.33"	NA	NA	NA	NA	NA
"ENSG00000185940"	"11p15.5"	NA	NA	NA	NA	NA
"ENSG00000185942"	"08q12.3"	NA	NA	NA	"Cluster1339"	NA
"ENSG00000185945"	"Xq22.1"	NA	NA	NA	NA	NA
"ENSG00000185946"	"01p21.1"	NA	NA	"[021"	"Cluster0270"	NA
"ENSG00000185947"	"16p11.2"	NA	NA	NA	NA	NA
"ENSG00000185950"	"13q34"	NA	NA	NA	"Kidney cortex>medulla-liver"	NA
"ENSG00000185955"	"07q22.1"	NA	NA	NA	NA	NA
"ENSG00000185958"	"12q13.13"	NA	NA	NA	NA	NA
"ENSG00000185960"	"Xp22.33 and Yp11.32"	NA	NA	NA	NA	NA
"ENSG00000185962"	"01q21.3"	NA	NA	NA	NA	NA
"ENSG00000185963"	"09q22.32"	"Cornified_epithelium_(Brochial_epthelium/tongue)"	"High in keratinocytes:epithelium"	NA	"Tongue-Oesophagus>skin (stratified epithelis)"	NA
"ENSG00000185966"	"01q21.3"	NA	NA	NA	NA	NA
"ENSG00000185972"	"09p13.1"	"High_in_Testis"	"Spermatocyte-related"	"[377"	"Testis-adult"	NA
"ENSG00000185973"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000185974"	"13q34"	NA	"Low in many"	"HK"	NA	NA
"ENSG00000185978"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000185982"	"20p13"	NA	NA	NA	"Epidiymus>vas deferens"	NA
"ENSG00000185985"	"Xq27.3"	NA	"[0145"	NA	"CNS-highest in cortex"	NA
"ENSG00000185986"	"05p15.33"	NA	NA	NA	NA	NA
"ENSG00000185988"	"19p13.3"	NA	NA	NA	NA	NA
"ENSG00000185989"	"13q34"	NA	NA	NA	"Blood>>macs-other immune"	NA
"ENSG00000185990"	"Xq28"	NA	NA	NA	NA	NA
"ENSG00000186001"	"03q29"	NA	NA	NA	"Cluster1835"	NA
"ENSG00000186007"	"01q32.1"	NA	"Spermatocyte-related"	NA	"Testis-adult"	NA
"ENSG00000186008"	"19q13.11"	NA	NA	NA	NA	NA
"ENSG00000186009"	"13q34"	NA	NA	NA	"Stomach antrum"	NA
"ENSG00000186010"	"19p13.11"	"High_in_Cardiac_muscle"	NA	NA	NA	NA
"ENSG00000186017"	"19q13.12"	NA	NA	NA	NA	NA
"ENSG00000186020"	"19q13.13"	"High_in_CNS"	NA	NA	NA	NA
"ENSG00000186026"	"19q13.32"	NA	NA	NA	NA	NA
"ENSG00000186038"	"03q27"	NA	NA	NA	NA	NA
"ENSG00000186047"	"13q14.3"	NA	NA	NA	NA	NA
"ENSG00000186049"	"12q13.13"	NA	NA	NA	"Skin>>tongue"	NA
"ENSG00000186051"	"09q32"	NA	NA	"HK"	NA	NA
"ENSG00000186056"	"01p35.2"	NA	NA	NA	NA	NA
"ENSG00000186063"	"01q41"	NA	NA	"Cell cycle related?"	NA	NA
"ENSG00000186073"	"15q14"	NA	NA	NA	NA	NA
"ENSG00000186074"	"17q25.2"	NA	"High in BM:monocytes:tissue DC:neutrophils"	NA	"Blood-aveloar mac"	NA
"ENSG00000186075"	"17q21.1"	NA	"Spermatocyte-related"	NA	"Testis-adult"	NA
"ENSG00000186081"	"12q13.13"	"Cornified_epithelium_(Brochial_epthelium/tongue)"	"High in keratinocytes:epithelium"	NA	"Tongue-Oesophagus>skin (stratified epithelis)"	NA
"ENSG00000186082"	"11p13"	NA	NA	NA	NA	NA
"ENSG00000186086"	"01p13.3"	NA	NA	NA	NA	NA
"ENSG00000186088"	"07q11.23"	NA	NA	NA	NA	NA
"ENSG00000186090"	"03q27"	NA	NA	NA	NA	NA
"ENSG00000186092"	"01p36.33"	NA	NA	NA	NA	NA
"ENSG00000186094"	"01p33"	NA	NA	NA	"Adult testis>CNS"	NA
"ENSG00000186103"	"03q13.33"	NA	NA	NA	NA	NA
"ENSG00000186104"	"11p15.2"	NA	"Spermatocyte-related"	NA	NA	NA
"ENSG00000186105"	"05q12.1"	NA	NA	NA	NA	NA
"ENSG00000186106"	"08q22.3"	"High_in_foetal_brain"	"High in some lymphocytes"	NA	NA	NA
"ENSG00000186111"	"19p13.3"	NA	NA	NA	NA	NA
"ENSG00000186113"	"11q11"	NA	NA	NA	"General but not even (olfactory receptors)"	NA
"ENSG00000186115"	"19p13.12"	"High_in_Liver"	"Hepatocyte-related"	NA	"Liver-alveolar mac - others"	"Ductal epithelium (sebaceous gland)"
"ENSG00000186117"	"11q11"	NA	NA	NA	NA	NA
"ENSG00000186118"	"01p33"	NA	"Spermatocyte-related"	"[265"	NA	NA
"ENSG00000186119"	"11q11"	NA	NA	NA	NA	NA
"ENSG00000186124"	"11q11"	NA	NA	NA	NA	NA
"ENSG00000186130"	"09q33.1-q33.3"	NA	NA	"[040"	NA	NA
"ENSG00000186132"	"02q14.2"	NA	NA	NA	"Cluster1869"	NA
"ENSG00000186136"	"12p13"	NA	NA	NA	"Cluster0605"	NA
"ENSG00000186141"	"01q21"	NA	NA	"[326|035"	"Cluster0783"	NA
"ENSG00000186146"	"04p16.1"	NA	NA	NA	"Vas deferens-rectum (one of each only) "	NA
"ENSG00000186150"	"01p13.3"	NA	NA	NA	NA	NA
"ENSG00000186152"	"19q13.4"	NA	NA	NA	NA	NA
"ENSG00000186153"	"16q23.1-q23.2"	NA	"High in platelets"	"HK"	NA	NA
"ENSG00000186160"	"01p33"	NA	"High in bronchial epithelium"	NA	NA	NA
"ENSG00000186162"	"03p25.3"	NA	NA	NA	NA	NA
"ENSG00000186166"	"11q23.3"	NA	"High in tissue DC:pDC:lymphocytes:NK cells"	NA	"Ribosomal"	NA
"ENSG00000186174"	"11q23.3"	NA	NA	NA	"Blood>>macs-other immune"	NA
"ENSG00000186184"	"13q12.2"	"General_HK_(ribosone,proteasome, etc)"	"Ribosome, eukaryotic translation"	NA	"Cluster0864"	NA
"ENSG00000186185"	"17q21.31"	"Cell_cycle_(S/M_phase)"	"Cell cycle (S/M phase)"	"Cell cycle (G1/S phase)"	"Many (cell cycle)"	"Cell cycle (S/M phase)"
"ENSG00000186187"	"16q22.3"	NA	"Low in tissue stem cells"	NA	NA	NA
"ENSG00000186188"	"10q23.33"	NA	NA	NA	NA	NA
"ENSG00000186190"	"20q11.21"	NA	NA	NA	NA	NA
"ENSG00000186191"	"20q11.21"	NA	"High in bronchial epithelium"	NA	NA	NA
"ENSG00000186193"	"09q34.3"	NA	NA	NA	NA	NA
"ENSG00000186197"	"01q42.3"	NA	NA	NA	NA	NA
"ENSG00000186198"	"15q22.31"	NA	NA	NA	NA	NA
"ENSG00000186204"	"19p13.1"	NA	NA	NA	NA	NA
"ENSG00000186205"	"01q41"	NA	NA	NA	NA	"Adipocyte"
"ENSG00000186207"	"01q21.3"	NA	NA	NA	NA	NA
"ENSG00000186212"	"04q21.1"	NA	NA	NA	NA	NA
"ENSG00000186222"	"04p16.1"	NA	NA	NA	NA	NA
"ENSG00000186223"	"11p15.4"	NA	NA	NA	NA	NA
"ENSG00000186226"	"01q21.3"	NA	"High in keratinocytes:epithelium"	NA	NA	"Keratinocyte"
"ENSG00000186230"	"19q13.43"	NA	NA	NA	NA	NA
"ENSG00000186231"	"06q16.3"	NA	"Oocyte-related"	NA	"CNS-high in spinal cord (Astrocyte?)"	NA
"ENSG00000186232"	"11p15.4"	NA	NA	NA	NA	NA
"ENSG00000186234"	"04p16.1"	NA	NA	NA	NA	NA
"ENSG00000186260"	"16p13.12"	NA	"High in LPS/IFNg-treated neutrophils"	NA	"Cluster0557"	NA
"ENSG00000186265"	"03q13.2"	NA	NA	NA	NA	NA
"ENSG00000186268"	"11q24.2"	NA	NA	NA	"HK2-low in macs"	NA
"ENSG00000186272"	"19q13.43"	NA	NA	NA	NA	NA
"ENSG00000186275"	"01q21.1"	NA	NA	NA	NA	NA
"ENSG00000186280"	"11q21"	"High_in_Testis"	"High in spermatocytes"	NA	NA	NA
"ENSG00000186281"	"02q11.2"	NA	"High in MDM"	NA	"Testis-adult"	NA
"ENSG00000186283"	"01q25.2"	NA	NA	NA	"Cluster1046"	NA
"ENSG00000186288"	"Xq13.2"	NA	NA	NA	NA	NA
"ENSG00000186297"	"15q12"	NA	NA	NA	NA	NA
"ENSG00000186298"	"12q24.1-q24.2"	"[149"	"[0111"	NA	"Cluster0078"	NA
"ENSG00000186300"	"19p13.3"	NA	"Spermatocyte-related|Low in tissue stem cells"	NA	NA	NA
"ENSG00000186301"	"01p36.13"	NA	NA	NA	NA	NA
"ENSG00000186306"	"01q23.1"	NA	NA	NA	NA	NA
"ENSG00000186310"	"Xq21.3-q22"	"High_in_CNS"	"High in ES/iPS cells"	NA	"CNS-high in spinal cord (Astrocyte?)"	"Fibroblast"
"ENSG00000186312"	"Xp22.2"	NA	NA	NA	NA	NA
"ENSG00000186314"	"05q32"	NA	"Oocyte-related"	NA	NA	NA
